"ensembl_gene_id"	"external_gene_id"	"description"
"201"	"ENSMUSG00000008373"	"Prpf31"	"PRP31 pre-mRNA processing factor 31 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1916238]"
"202"	"ENSMUSG00000008393"	"Carhsp1"	"calcium regulated heat stable protein 1 [Source:MGI Symbol;Acc:MGI:1196368]"
"203"	"ENSMUSG00000008489"	"Elavl2"	"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) [Source:MGI Symbol;Acc:MGI:1100887]"
"204"	"ENSMUSG00000008540"	"Mgst1"	"microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]"
"205"	"ENSMUSG00000008668"	"Rps18"	"ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]"
"206"	"ENSMUSG00000008682"	"Rpl10"	"ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:105943]"
"207"	"ENSMUSG00000008683"	"Rps15a"	"ribosomal protein S15A [Source:MGI Symbol;Acc:MGI:2389091]"
"208"	"ENSMUSG00000008892"	"Vdac3"	"voltage-dependent anion channel 3 [Source:MGI Symbol;Acc:MGI:106922]"
"209"	"ENSMUSG00000009013"	"Dynll1"	"dynein light chain LC8-type 1 [Source:MGI Symbol;Acc:MGI:1861457]"
"210"	"ENSMUSG00000009079"	"Ewsr1"	"Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]"
"211"	"ENSMUSG00000009470"	"Tnpo1"	"transportin 1 [Source:MGI Symbol;Acc:MGI:2681523]"
"212"	"ENSMUSG00000009535"	"Rnmt"	"RNA (guanine-7-) methyltransferase [Source:MGI Symbol;Acc:MGI:1915147]"
"213"	"ENSMUSG00000009549"	"Srp14"	"signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169]"
"214"	"ENSMUSG00000009585"	"Apobec3"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3 [Source:MGI Symbol;Acc:MGI:1933111]"
"215"	"ENSMUSG00000009614"	"Sardh"	"sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102]"
"216"	"ENSMUSG00000009733"	"Tfcp2"	"transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509]"
"217"	"ENSMUSG00000009863"	"Sdhb"	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip) [Source:MGI Symbol;Acc:MGI:1914930]"
"218"	"ENSMUSG00000009907"	"Vps4b"	"vacuolar protein sorting 4b (yeast) [Source:MGI Symbol;Acc:MGI:1100499]"
"219"	"ENSMUSG00000009927"	"Rps25"	"ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867]"
"220"	"ENSMUSG00000010095"	"Slc3a2"	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]"
"221"	"ENSMUSG00000010097"	"Nxf1"	"nuclear RNA export factor 1 [Source:MGI Symbol;Acc:MGI:1858330]"
"222"	"ENSMUSG00000010205"	"Raver1"	"ribonucleoprotein, PTB-binding 1 [Source:MGI Symbol;Acc:MGI:1919016]"
"223"	"ENSMUSG00000010376"	"Nedd8"	"neural precursor cell expressed, developmentally down-regulated gene 8 [Source:MGI Symbol;Acc:MGI:97301]"
"224"	"ENSMUSG00000010554"	"Mettl16"	"methyltransferase like 16 [Source:MGI Symbol;Acc:MGI:1914743]"
"225"	"ENSMUSG00000010592"	"Dazl"	"deleted in azoospermia-like [Source:MGI Symbol;Acc:MGI:1342328]"
"226"	"ENSMUSG00000010608"	"Rbm25"	"RNA binding motif protein 25 [Source:MGI Symbol;Acc:MGI:1914289]"
"227"	"ENSMUSG00000010651"	"Acaa1b"	"acetyl-Coenzyme A acyltransferase 1B [Source:MGI Symbol;Acc:MGI:3605455]"
"228"	"ENSMUSG00000011257"	"Pabpc4"	"poly(A) binding protein, cytoplasmic 4 [Source:MGI Symbol;Acc:MGI:2385206]"
"229"	"ENSMUSG00000011306"	"Sugp1"	"SURP and G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1917866]"
"230"	"ENSMUSG00000011751"	"Sptbn4"	"spectrin beta, non-erythrocytic 4 [Source:MGI Symbol;Acc:MGI:1890574]"
"231"	"ENSMUSG00000012396"	"Nanog"	"Nanog homeobox [Source:MGI Symbol;Acc:MGI:1919200]"
"232"	"ENSMUSG00000012405"	"Rpl15"	"ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1913730]"
"233"	"ENSMUSG00000012422"	"Tmem167"	"transmembrane protein 167 [Source:MGI Symbol;Acc:MGI:1913324]"
"234"	"ENSMUSG00000012429"	"Mplkip"	"M-phase specific PLK1 intereacting protein [Source:MGI Symbol;Acc:MGI:1913558]"
"235"	"ENSMUSG00000012535"	"Tnpo3"	"transportin 3 [Source:MGI Symbol;Acc:MGI:1196412]"
"236"	"ENSMUSG00000012848"	"Rps5"	"ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]"
"237"	"ENSMUSG00000013415"	"Igf2bp1"	"insulin-like growth factor 2 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1890357]"
"238"	"ENSMUSG00000013629"	"Cad"	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]"
"239"	"ENSMUSG00000013822"	"Elof1"	"elongation factor 1 homolog (ELF1, S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913376]"
"240"	"ENSMUSG00000014198"	"Zfp385c"	"zinc finger protein 385C [Source:MGI Symbol;Acc:MGI:3608347]"
"241"	"ENSMUSG00000014226"	"Cacybp"	"calcyclin binding protein [Source:MGI Symbol;Acc:MGI:1270839]"
"242"	"ENSMUSG00000014301"	"Pam16"	"presequence translocase-asssociated motor 16 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913699]"
"243"	"ENSMUSG00000014329"	"Bicc1"	"bicaudal C homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1933388]"
"244"	"ENSMUSG00000014444"	"Piezo1"	"piezo-type mechanosensitive ion channel component 1 [Source:MGI Symbol;Acc:MGI:3603204]"
"245"	"ENSMUSG00000014504"	"Srp19"	"signal recognition particle 19 [Source:MGI Symbol;Acc:MGI:1913634]"
"246"	"ENSMUSG00000014551"	"Mrps25"	"mitochondrial ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1928140]"
"247"	"ENSMUSG00000014602"	"Kif1a"	"kinesin family member 1A [Source:MGI Symbol;Acc:MGI:108391]"
"248"	"ENSMUSG00000014606"	"Slc25a11"	"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11 [Source:MGI Symbol;Acc:MGI:1915113]"
"249"	"ENSMUSG00000014763"	"Fam120b"	"family with sequence similarity 120, member B [Source:MGI Symbol;Acc:MGI:1914794]"
"250"	"ENSMUSG00000014769"	"Psmb1"	"proteasome (prosome, macropain) subunit, beta type 1 [Source:MGI Symbol;Acc:MGI:104884]"
"251"	"ENSMUSG00000014846"	"Tppp3"	"tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]"
"252"	"ENSMUSG00000014867"	"Surf4"	"surfeit gene 4 [Source:MGI Symbol;Acc:MGI:98445]"
"253"	"ENSMUSG00000014873"	"Surf2"	"surfeit gene 2 [Source:MGI Symbol;Acc:MGI:98444]"
"254"	"ENSMUSG00000014907"	"Naf1"	"nuclear assembly factor 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2682306]"
"255"	"ENSMUSG00000015023"	"Ddx19a"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a [Source:MGI Symbol;Acc:MGI:99526]"
"256"	"ENSMUSG00000015092"	"Edf1"	"endothelial differentiation-related factor 1 [Source:MGI Symbol;Acc:MGI:1891227]"
"257"	"ENSMUSG00000015120"	"Ube2i"	"ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]"
"258"	"ENSMUSG00000015126"	"Tsr3"	"TSR3 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:1915577]"
"259"	"ENSMUSG00000015143"	"Actn1"	"actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]"
"260"	"ENSMUSG00000015165"	"Hnrnpl"	"heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816]"
"261"	"ENSMUSG00000015176"	"Nolc1"	"nucleolar and coiled-body phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1918019]"
"262"	"ENSMUSG00000015222"	"Map2"	"microtubule-associated protein 2 [Source:MGI Symbol;Acc:MGI:97175]"
"263"	"ENSMUSG00000015647"	"Lama5"	"laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]"
"264"	"ENSMUSG00000015656"	"Hspa8"	"heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]"
"265"	"ENSMUSG00000015672"	"Mrpl32"	"mitochondrial ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:2137226]"
"266"	"ENSMUSG00000015714"	"Cers2"	"ceramide synthase 2 [Source:MGI Symbol;Acc:MGI:1924143]"
"267"	"ENSMUSG00000015733"	"Capza2"	"capping protein (actin filament) muscle Z-line, alpha 2 [Source:MGI Symbol;Acc:MGI:106222]"
"268"	"ENSMUSG00000015748"	"Prpf3"	"PRP3 pre-mRNA processing factor 3 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1918017]"
"269"	"ENSMUSG00000015757"	"Ppil4"	"peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668]"
"270"	"ENSMUSG00000015806"	"Qdpr"	"quinoid dihydropteridine reductase [Source:MGI Symbol;Acc:MGI:97836]"
"271"	"ENSMUSG00000015837"	"Sqstm1"	"sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"272"	"ENSMUSG00000015889"	"Lta4h"	"leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]"
"273"	"ENSMUSG00000015932"	"Dstn"	"destrin [Source:MGI Symbol;Acc:MGI:1929270]"
"274"	"ENSMUSG00000015937"	"H2afy"	"H2A histone family, member Y [Source:MGI Symbol;Acc:MGI:1349392]"
"275"	"ENSMUSG00000015943"	"Bola1"	"bolA-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1916418]"
"276"	"ENSMUSG00000016018"	"Skiv2l2"	"superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919448]"
"277"	"ENSMUSG00000016181"	"Diexf"	"digestive organ expansion factor homolog (zebrafish) [Source:MGI Symbol;Acc:MGI:2138080]"
"278"	"ENSMUSG00000016319"	"Slc25a5"	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]"
"279"	"ENSMUSG00000016349"	"Eef1a2"	"eukaryotic translation elongation factor 1 alpha 2 [Source:MGI Symbol;Acc:MGI:1096317]"
"280"	"ENSMUSG00000016409"	"Nkap"	"NFKB activating protein [Source:MGI Symbol;Acc:MGI:1914300]"
"281"	"ENSMUSG00000016528"	"Mapkapk2"	"MAP kinase-activated protein kinase 2 [Source:MGI Symbol;Acc:MGI:109298]"
"282"	"ENSMUSG00000016554"	"Eif3d"	"eukaryotic translation initiation factor 3, subunit D [Source:MGI Symbol;Acc:MGI:1933181]"
"283"	"ENSMUSG00000016833"	"Mrps18c"	"mitochondrial ribosomal protein S18C [Source:MGI Symbol;Acc:MGI:1915985]"
"284"	"ENSMUSG00000016921"	"Srsf6"	"serine/arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]"
"285"	"ENSMUSG00000017221"	"Psmd3"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:MGI Symbol;Acc:MGI:98858]"
"286"	"ENSMUSG00000017264"	"Exosc10"	"exosome component 10 [Source:MGI Symbol;Acc:MGI:1355322]"
"287"	"ENSMUSG00000017390"	"Aldoc"	"aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]"
"288"	"ENSMUSG00000017404"	"Rpl19"	"ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:98020]"
"289"	"ENSMUSG00000017421"	"Zfp207"	"zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045]"
"290"	"ENSMUSG00000017428"	"Psmd11"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 [Source:MGI Symbol;Acc:MGI:1916327]"
"291"	"ENSMUSG00000017478"	"Zc3h18"	"zinc finger CCCH-type containing 18 [Source:MGI Symbol;Acc:MGI:1923264]"
"292"	"ENSMUSG00000017485"	"Top2b"	"topoisomerase (DNA) II beta [Source:MGI Symbol;Acc:MGI:98791]"
"293"	"ENSMUSG00000017760"	"Ctsa"	"cathepsin A [Source:MGI Symbol;Acc:MGI:97748]"
"294"	"ENSMUSG00000017778"	"Cox7c"	"cytochrome c oxidase subunit VIIc [Source:MGI Symbol;Acc:MGI:103226]"
"295"	"ENSMUSG00000017999"	"Ddx27"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 [Source:MGI Symbol;Acc:MGI:2385884]"
"296"	"ENSMUSG00000018040"	"Rrp7a"	"ribosomal RNA processing 7 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1922028]"
"297"	"ENSMUSG00000018042"	"Cyb5r3"	"cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]"
"298"	"ENSMUSG00000018102"	"Hist1h2bc"	"histone cluster 1, H2bc [Source:MGI Symbol;Acc:MGI:1915274]"
"299"	"ENSMUSG00000018171"	"Vmp1"	"vacuole membrane protein 1 [Source:MGI Symbol;Acc:MGI:1923159]"
"300"	"ENSMUSG00000018189"	"Uchl5"	"ubiquitin carboxyl-terminal esterase L5 [Source:MGI Symbol;Acc:MGI:1914848]"
"301"	"ENSMUSG00000018199"	"Trove2"	"TROVE domain family, member 2 [Source:MGI Symbol;Acc:MGI:106652]"
"302"	"ENSMUSG00000018293"	"Pfn1"	"profilin 1 [Source:MGI Symbol;Acc:MGI:97549]"
"303"	"ENSMUSG00000018326"	"Ywhab"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:MGI Symbol;Acc:MGI:1891917]"
"304"	"ENSMUSG00000018340"	"Anxa6"	"annexin A6 [Source:MGI Symbol;Acc:MGI:88255]"
"305"	"ENSMUSG00000018362"	"Kpna2"	"karyopherin (importin) alpha 2 [Source:MGI Symbol;Acc:MGI:103561]"
"306"	"ENSMUSG00000018379"	"Srsf1"	"serine/arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]"
"307"	"ENSMUSG00000018405"	"Mrm1"	"mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2443470]"
"308"	"ENSMUSG00000018411"	"Mapt"	"microtubule-associated protein tau [Source:MGI Symbol;Acc:MGI:97180]"
"309"	"ENSMUSG00000018428"	"Akap1"	"A kinase (PRKA) anchor protein 1 [Source:MGI Symbol;Acc:MGI:104729]"
"310"	"ENSMUSG00000018433"	"Nol11"	"nucleolar protein 11 [Source:MGI Symbol;Acc:MGI:1916229]"
"311"	"ENSMUSG00000018446"	"C1qbp"	"complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]"
"312"	"ENSMUSG00000018474"	"Chd3"	"chromodomain helicase DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1344395]"
"313"	"ENSMUSG00000018509"	"Cenpv"	"centromere protein V [Source:MGI Symbol;Acc:MGI:1920389]"
"314"	"ENSMUSG00000018554"	"Ybx2"	"Y box protein 2 [Source:MGI Symbol;Acc:MGI:1096372]"
"315"	"ENSMUSG00000018574"	"Acadvl"	"acyl-Coenzyme A dehydrogenase, very long chain [Source:MGI Symbol;Acc:MGI:895149]"
"316"	"ENSMUSG00000018583"	"G3bp1"	"GTPase activating protein (SH3 domain) binding protein 1 [Source:MGI Symbol;Acc:MGI:1351465]"
"317"	"ENSMUSG00000018585"	"Atox1"	"ATX1 (antioxidant protein 1) homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:1333855]"
"318"	"ENSMUSG00000018648"	"Dusp14"	"dual specificity phosphatase 14 [Source:MGI Symbol;Acc:MGI:1927168]"
"319"	"ENSMUSG00000018697"	"Aatf"	"apoptosis antagonizing transcription factor [Source:MGI Symbol;Acc:MGI:1929608]"
"320"	"ENSMUSG00000018707"	"Dync1h1"	"dynein cytoplasmic 1 heavy chain 1 [Source:MGI Symbol;Acc:MGI:103147]"
"321"	"ENSMUSG00000018761"	"Mpdu1"	"mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]"
"322"	"ENSMUSG00000018765"	"Fxr2"	"fragile X mental retardation, autosomal homolog 2 [Source:MGI Symbol;Acc:MGI:1346074]"
"323"	"ENSMUSG00000018830"	"Myh11"	"myosin, heavy polypeptide 11, smooth muscle [Source:MGI Symbol;Acc:MGI:102643]"
"324"	"ENSMUSG00000018848"	"Rars"	"arginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1914297]"
"325"	"ENSMUSG00000018882"	"Mrpl45"	"mitochondrial ribosomal protein L45 [Source:MGI Symbol;Acc:MGI:1914286]"
"326"	"ENSMUSG00000018921"	"Pelp1"	"proline, glutamic acid and leucine rich protein 1 [Source:MGI Symbol;Acc:MGI:1922523]"
"327"	"ENSMUSG00000018965"	"Ywhah"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide [Source:MGI Symbol;Acc:MGI:109194]"
"328"	"ENSMUSG00000018974"	"Sart3"	"squamous cell carcinoma antigen recognized by T cells 3 [Source:MGI Symbol;Acc:MGI:1858230]"
"329"	"ENSMUSG00000019143"	"Hars2"	"histidyl-tRNA synthetase 2, mitochondrial (putative) [Source:MGI Symbol;Acc:MGI:1918041]"
"330"	"ENSMUSG00000019173"	"Rab5c"	"RAB5C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105306]"
"331"	"ENSMUSG00000019179"	"Mdh2"	"malate dehydrogenase 2, NAD (mitochondrial) [Source:MGI Symbol;Acc:MGI:97050]"
"332"	"ENSMUSG00000019188"	"H13"	"histocompatibility 13 [Source:MGI Symbol;Acc:MGI:95886]"
"333"	"ENSMUSG00000019297"	"Nop9"	"NOP9 nucleolar protein [Source:MGI Symbol;Acc:MGI:1915092]"
"334"	"ENSMUSG00000019362"	"D8Ertd738e"	"DNA segment, Chr 8, ERATO Doi 738, expressed [Source:MGI Symbol;Acc:MGI:1289231]"
"335"	"ENSMUSG00000019428"	"Fkbp8"	"FK506 binding protein 8 [Source:MGI Symbol;Acc:MGI:1341070]"
"336"	"ENSMUSG00000019432"	"Ddx39b"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:MGI Symbol;Acc:MGI:99240]"
"337"	"ENSMUSG00000019579"	"D17Wsu104e"	"DNA segment, Chr 17, Wayne State University 104, expressed [Source:MGI Symbol;Acc:MGI:2156020]"
"338"	"ENSMUSG00000019710"	"Mrpl24"	"mitochondrial ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1914957]"
"339"	"ENSMUSG00000019769"	"Syne1"	"spectrin repeat containing, nuclear envelope 1 [Source:MGI Symbol;Acc:MGI:1927152]"
"340"	"ENSMUSG00000019777"	"Hdac2"	"histone deacetylase 2 [Source:MGI Symbol;Acc:MGI:1097691]"
"341"	"ENSMUSG00000019782"	"Rwdd1"	"RWD domain containing 1 [Source:MGI Symbol;Acc:MGI:1913771]"
"342"	"ENSMUSG00000019795"	"Pcmt1"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:97502]"
"343"	"ENSMUSG00000019802"	"Sec63"	"SEC63-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2155302]"
"344"	"ENSMUSG00000019814"	"Ltv1"	"LTV1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2447810]"
"345"	"ENSMUSG00000019842"	"Traf3ip2"	"TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599]"
"346"	"ENSMUSG00000019849"	"Prep"	"prolyl endopeptidase [Source:MGI Symbol;Acc:MGI:1270863]"
"347"	"ENSMUSG00000019897"	"Ccdc59"	"coiled-coil domain containing 59 [Source:MGI Symbol;Acc:MGI:1289302]"
"348"	"ENSMUSG00000019927"	"Ube2d1"	"ubiquitin-conjugating enzyme E2D 1 [Source:MGI Symbol;Acc:MGI:2384911]"
"349"	"ENSMUSG00000019929"	"Dcn"	"decorin [Source:MGI Symbol;Acc:MGI:94872]"
"350"	"ENSMUSG00000019961"	"Tmpo"	"thymopoietin [Source:MGI Symbol;Acc:MGI:106920]"
"351"	"ENSMUSG00000019971"	"Cep290"	"centrosomal protein 290 [Source:MGI Symbol;Acc:MGI:2384917]"
"352"	"ENSMUSG00000019977"	"Hbs1l"	"Hbs1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1891704]"
"353"	"ENSMUSG00000019978"	"Epb4.1l2"	"erythrocyte protein band 4.1-like 2 [Source:MGI Symbol;Acc:MGI:103009]"
"354"	"ENSMUSG00000019998"	"Stx7"	"syntaxin 7 [Source:MGI Symbol;Acc:MGI:1858210]"
"355"	"ENSMUSG00000020018"	"Snrpf"	"small nuclear ribonucleoprotein polypeptide F [Source:MGI Symbol;Acc:MGI:1917128]"
"356"	"ENSMUSG00000020048"	"Hsp90b1"	"heat shock protein 90, beta (Grp94), member 1 [Source:MGI Symbol;Acc:MGI:98817]"
"357"	"ENSMUSG00000020069"	"Hnrnph3"	"heterogeneous nuclear ribonucleoprotein H3 [Source:MGI Symbol;Acc:MGI:1926462]"
"358"	"ENSMUSG00000020074"	"Ccar1"	"cell division cycle and apoptosis regulator 1 [Source:MGI Symbol;Acc:MGI:1914750]"
"359"	"ENSMUSG00000020075"	"Ddx21"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 21 [Source:MGI Symbol;Acc:MGI:1860494]"
"360"	"ENSMUSG00000020076"	"Ddx50"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 50 [Source:MGI Symbol;Acc:MGI:2182303]"
"361"	"ENSMUSG00000020079"	"Supv3l1"	"suppressor of var1, 3-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2441711]"
"362"	"ENSMUSG00000020089"	"Ppa1"	"pyrophosphatase (inorganic) 1 [Source:MGI Symbol;Acc:MGI:97831]"
"363"	"ENSMUSG00000020109"	"Dnajb12"	"DnaJ (Hsp40) homolog, subfamily B, member 12 [Source:MGI Symbol;Acc:MGI:1931881]"
"364"	"ENSMUSG00000020114"	"Cand1"	"cullin associated and neddylation disassociated 1 [Source:MGI Symbol;Acc:MGI:1261820]"
"365"	"ENSMUSG00000020116"	"Pno1"	"partner of NOB1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913499]"
"366"	"ENSMUSG00000020150"	"Gamt"	"guanidinoacetate methyltransferase [Source:MGI Symbol;Acc:MGI:1098221]"
"367"	"ENSMUSG00000020152"	"Actr2"	"ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]"
"368"	"ENSMUSG00000020166"	"Cnot2"	"CCR4-NOT transcription complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1919318]"
"369"	"ENSMUSG00000020180"	"Snrpd3"	"small nuclear ribonucleoprotein D3 [Source:MGI Symbol;Acc:MGI:1914582]"
"370"	"ENSMUSG00000020186"	"Csrp2"	"cysteine and glycine-rich protein 2 [Source:MGI Symbol;Acc:MGI:1202907]"
"371"	"ENSMUSG00000020198"	"Ap3d1"	"adaptor-related protein complex 3, delta 1 subunit [Source:MGI Symbol;Acc:MGI:107734]"
"372"	"ENSMUSG00000020211"	"Sf3a2"	"splicing factor 3a, subunit 2 [Source:MGI Symbol;Acc:MGI:104912]"
"373"	"ENSMUSG00000020224"	"Llph"	"LLP homolog, long-term synaptic facilitation (Aplysia) [Source:MGI Symbol;Acc:MGI:1913475]"
"374"	"ENSMUSG00000020228"	"Helb"	"helicase (DNA) B [Source:MGI Symbol;Acc:MGI:2152895]"
"375"	"ENSMUSG00000020250"	"Txnrd1"	"thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]"
"376"	"ENSMUSG00000020262"	"Adarb1"	"adenosine deaminase, RNA-specific, B1 [Source:MGI Symbol;Acc:MGI:891999]"
"377"	"ENSMUSG00000020265"	"Sumo3"	"SMT3 suppressor of mif two 3 homolog 3 (yeast) [Source:MGI Symbol;Acc:MGI:1336201]"
"378"	"ENSMUSG00000020290"	"Xpo1"	"exportin 1, CRM1 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2144013]"
"379"	"ENSMUSG00000020300"	"Cpeb4"	"cytoplasmic polyadenylation element binding protein 4 [Source:MGI Symbol;Acc:MGI:1914829]"
"380"	"ENSMUSG00000020315"	"Sptbn1"	"spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]"
"381"	"ENSMUSG00000020321"	"Mdh1"	"malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]"
"382"	"ENSMUSG00000020329"	"Polrmt"	"polymerase (RNA) mitochondrial (DNA directed) [Source:MGI Symbol;Acc:MGI:1915843]"
"383"	"ENSMUSG00000020330"	"Hmmr"	"hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]"
"384"	"ENSMUSG00000020358"	"Hnrnpab"	"heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]"
"385"	"ENSMUSG00000020361"	"Hspa4"	"heat shock protein 4 [Source:MGI Symbol;Acc:MGI:1342292]"
"386"	"ENSMUSG00000020363"	"Gfpt2"	"glutamine fructose-6-phosphate transaminase 2 [Source:MGI Symbol;Acc:MGI:1338883]"
"387"	"ENSMUSG00000020368"	"Canx"	"calnexin [Source:MGI Symbol;Acc:MGI:88261]"
"388"	"ENSMUSG00000020372"	"Gnb2l1"	"guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1 [Source:MGI Symbol;Acc:MGI:101849]"
"389"	"ENSMUSG00000020385"	"Clk4"	"CDC like kinase 4 [Source:MGI Symbol;Acc:MGI:1098551]"
"390"	"ENSMUSG00000020402"	"Vdac1"	"voltage-dependent anion channel 1 [Source:MGI Symbol;Acc:MGI:106919]"
"391"	"ENSMUSG00000020430"	"Pes1"	"pescadillo homolog 1, containing BRCT domain (zebrafish) [Source:MGI Symbol;Acc:MGI:1890613]"
"392"	"ENSMUSG00000020441"	"2310033P09Rik"	"RIKEN cDNA 2310033P09 gene [Source:MGI Symbol;Acc:MGI:1915112]"
"393"	"ENSMUSG00000020453"	"Patz1"	"POZ (BTB) and AT hook containing zinc finger 1 [Source:MGI Symbol;Acc:MGI:1891832]"
"394"	"ENSMUSG00000020454"	"Eif4enif1"	"eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:MGI Symbol;Acc:MGI:1921453]"
"395"	"ENSMUSG00000020457"	"Drg1"	"developmentally regulated GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:1343297]"
"396"	"ENSMUSG00000020458"	"Rtn4"	"reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]"
"397"	"ENSMUSG00000020459"	"Mtif2"	"mitochondrial translational initiation factor 2 [Source:MGI Symbol;Acc:MGI:1924034]"
"398"	"ENSMUSG00000020460"	"Rps27a"	"ribosomal protein S27A [Source:MGI Symbol;Acc:MGI:1925544]"
"399"	"ENSMUSG00000020464"	"Pnpt1"	"polyribonucleotide nucleotidyltransferase 1 [Source:MGI Symbol;Acc:MGI:1918951]"
