"EnsemblID"	"Name"	"HeLa"	"description"
"1980"	"ENSMUSG00000020780"	"Srp68"	"RNAbinding"	"signal recognition particle 68 [Source:MGI Symbol;Acc:MGI:1917447]"
"1981"	"ENSMUSG00000036323"	"Srp72"	"RNAbinding"	"signal recognition particle 72 [Source:MGI Symbol;Acc:MGI:1333795]"
"1983"	"ENSMUSG00000062604"	"Srpk2"	"RNAbinding"	"serine/arginine-rich protein specific kinase 2 [Source:MGI Symbol;Acc:MGI:1201408]"
"1984"	"ENSMUSG00000032042"	"Srpr"	"RNAbinding"	"signal recognition particle receptor ('docking protein') [Source:MGI Symbol;Acc:MGI:1914648]"
"1987"	"ENSMUSG00000039218"	"Srrm2"	"RNAbinding"	"serine/arginine repetitive matrix 2 [Source:MGI Symbol;Acc:MGI:1923206]"
"1988"	"ENSMUSG00000037364"	"Srrt"	"RNAbinding"	"serrate RNA effector molecule homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1933527]"
"1989"	"ENSMUSG00000018379"	"Srsf1"	"RNAbinding"	"serine/arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]"
"1990"	"ENSMUSG00000028676"	"Srsf10"	"RNAbinding"	"serine/arginine-rich splicing factor 10 [Source:MGI Symbol;Acc:MGI:1333805]"
"1991"	"ENSMUSG00000055436"	"Srsf11"	"RNAbinding"	"serine/arginine-rich splicing factor 11 [Source:MGI Symbol;Acc:MGI:1916457]"
"1994"	"ENSMUSG00000093603"	"Srsf2"	"RNAbinding"	NA
"1995"	"ENSMUSG00000071172"	"Srsf3"	"RNAbinding"	"serine/arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]"
"1996"	"ENSMUSG00000028911"	"Srsf4"	"RNAbinding"	"serine/arginine-rich splicing factor 4 [Source:MGI Symbol;Acc:MGI:1890577]"
"1997"	"ENSMUSG00000021134"	"Srsf5"	"RNAbinding"	"serine/arginine-rich splicing factor 5 [Source:MGI Symbol;Acc:MGI:98287]"
"1998"	"ENSMUSG00000016921"	"Srsf6"	"RNAbinding"	"serine/arginine-rich splicing factor 6 [Source:MGI Symbol;Acc:MGI:1915246]"
"1999"	"ENSMUSG00000024097"	"Srsf7"	"RNAbinding"	"serine/arginine-rich splicing factor 7 [Source:MGI Symbol;Acc:MGI:1926232]"
"2000"	"ENSMUSG00000029538"	"Srsf9"	"RNAbinding"	"serine/arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896]"
"2001"	"ENSMUSG00000068882"	"Ssb"	"RNAbinding"	"Sjogren syndrome antigen B [Source:MGI Symbol;Acc:MGI:98423]"
"2002"	"ENSMUSG00000029911"	"Ssbp1"	"RNAbinding"	"single-stranded DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1920040]"
"2004"	"ENSMUSG00000027067"	"Ssrp1"	"RNAbinding"	"structure specific recognition protein 1 [Source:MGI Symbol;Acc:MGI:107912]"
"2008"	"ENSMUSG00000025920"	"Stau2"	"RNAbinding"	"staufen (RNA binding protein) homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1352508]"
"2009"	"ENSMUSG00000024966"	"Stip1"	"RNAbinding"	"stress-induced phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:109130]"
"2011"	"ENSMUSG00000030224"	"Strap"	"RNAbinding"	"serine/threonine kinase receptor associated protein [Source:MGI Symbol;Acc:MGI:1329037]"
"2012"	"ENSMUSG00000026915"	"Strbp"	"RNAbinding"	"spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]"
"2017"	"ENSMUSG00000026797"	"Stxbp1"	"RNAbinding"	"syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]"
"2018"	"ENSMUSG00000022205"	"Sub1"	"RNAbinding"	"SUB1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104811]"
"2019"	"ENSMUSG00000052738"	"Suclg1"	"RNAbinding"	"succinate-CoA ligase, GDP-forming, alpha subunit [Source:MGI Symbol;Acc:MGI:1927234]"
"2021"	"ENSMUSG00000036054"	"Sugp2"	"RNAbinding"	"SURP and G patch domain containing 2 [Source:MGI Symbol;Acc:MGI:2678085]"
"2022"	"ENSMUSG00000026021"	"Sumo1"	"RNAbinding"	"SMT3 suppressor of mif two 3 homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:1197010]"
"2025"	"ENSMUSG00000035726"	"Supt16h"	"RNAbinding"	"suppressor of Ty 16 [Source:MGI Symbol;Acc:MGI:1890948]"
"2026"	"ENSMUSG00000003435"	"Supt5h"	"RNAbinding"	"suppressor of Ty 5 [Source:MGI Symbol;Acc:MGI:1202400]"
"2027"	"ENSMUSG00000002052"	"Supt6h"	"RNAbinding"	"suppressor of Ty 6 [Source:MGI Symbol;Acc:MGI:107726]"
"2028"	"ENSMUSG00000020079"	"Supv3l1"	"RNAbinding"	"suppressor of var1, 3-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2441711]"
"2031"	"ENSMUSG00000036160"	"Surf6"	"RNAbinding"	"surfeit gene 6 [Source:MGI Symbol;Acc:MGI:98447]"
"2034"	"ENSMUSG00000028821"	"Syf2"	"RNAbinding"	"SYF2 homolog, RNA splicing factor (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915842]"
"2035"	"ENSMUSG00000032423"	"Syncrip"	"RNAbinding"	"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"2036"	"ENSMUSG00000019769"	"Syne1"	"RNAbinding"	"spectrin repeat containing, nuclear envelope 1 [Source:MGI Symbol;Acc:MGI:1927152]"
"2040"	"ENSMUSG00000020680"	"Taf15"	"RNAbinding"	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1917689]"
"2045"	"ENSMUSG00000041459"	"Tardbp"	"RNAbinding"	"TAR DNA binding protein [Source:MGI Symbol;Acc:MGI:2387629]"
"2050"	"ENSMUSG00000005374"	"Tbl2"	"RNAbinding"	"transducin (beta)-like 2 [Source:MGI Symbol;Acc:MGI:1351652]"
"2051"	"ENSMUSG00000040688"	"Tbl3"	"RNAbinding"	"transducin (beta)-like 3 [Source:MGI Symbol;Acc:MGI:2384863]"
"2052"	"ENSMUSG00000000384"	"Tbrg4"	"RNAbinding"	"transforming growth factor beta regulated gene 4 [Source:MGI Symbol;Acc:MGI:1100868]"
"2056"	"ENSMUSG00000024498"	"Tcerg1"	"RNAbinding"	"transcription elongation regulator 1 (CA150) [Source:MGI Symbol;Acc:MGI:1926421]"
"2057"	"ENSMUSG00000041852"	"Tcf20"	"RNAbinding"	"transcription factor 20 [Source:MGI Symbol;Acc:MGI:108399]"
"2059"	"ENSMUSG00000024613"	"Tcof1"	"RNAbinding"	"Treacher Collins Franceschetti syndrome 1, homolog [Source:MGI Symbol;Acc:MGI:892003]"
"2063"	"ENSMUSG00000022019"	"Tdrd3"	"RNAbinding"	"tudor domain containing 3 [Source:MGI Symbol;Acc:MGI:2444023]"
"2066"	"ENSMUSG00000029552"	"Tes"	"RNAbinding"	"testis derived transcript [Source:MGI Symbol;Acc:MGI:105081]"
"2069"	"ENSMUSG00000003923"	"Tfam"	"RNAbinding"	"transcription factor A, mitochondrial [Source:MGI Symbol;Acc:MGI:107810]"
"2070"	"ENSMUSG00000036983"	"Tfb1m"	"RNAbinding"	"transcription factor B1, mitochondrial [Source:MGI Symbol;Acc:MGI:2146851]"
"2073"	"ENSMUSG00000022797"	"Tfrc"	"RNAbinding"	"transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]"
"2076"	"ENSMUSG00000043962"	"Thrap3"	"RNAbinding"	"thyroid hormone receptor associated protein 3 [Source:MGI Symbol;Acc:MGI:2442637]"
"2077"	"ENSMUSG00000030942"	"Thumpd1"	"RNAbinding"	"THUMP domain containing 1 [Source:MGI Symbol;Acc:MGI:2444479]"
"2079"	"ENSMUSG00000071337"	"Tia1"	"RNAbinding"	"cytotoxic granule-associated RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:107914]"
"2080"	"ENSMUSG00000030846"	"Tial1"	"RNAbinding"	"Tia1 cytotoxic granule-associated RNA binding protein-like 1 [Source:MGI Symbol;Acc:MGI:107913]"
"2101"	"ENSMUSG00000009470"	"Tnpo1"	"RNAbinding"	"transportin 1 [Source:MGI Symbol;Acc:MGI:2681523]"
"2105"	"ENSMUSG00000047888"	"Tnrc6b"	"RNAbinding"	"trinucleotide repeat containing 6b [Source:MGI Symbol;Acc:MGI:2443730]"
"2107"	"ENSMUSG00000055322"	"Tns1"	"RNAbinding"	"tensin 1 [Source:MGI Symbol;Acc:MGI:104552]"
"2111"	"ENSMUSG00000070544"	"Top1"	"RNAbinding"	"topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]"
"2115"	"ENSMUSG00000022779"	"Top3b"	"RNAbinding"	"topoisomerase (DNA) III beta [Source:MGI Symbol;Acc:MGI:1333803]"
"2117"	"ENSMUSG00000000827"	"Tpd52l2"	"RNAbinding"	"tumor protein D52-like 2 [Source:MGI Symbol;Acc:MGI:1913564]"
"2120"	"ENSMUSG00000006005"	"Tpr"	"RNAbinding"	"translocated promoter region [Source:MGI Symbol;Acc:MGI:1922066]"
"2121"	"ENSMUSG00000060126"	"Tpt1"	"RNAbinding"	"tumor protein, translationally-controlled 1 [Source:MGI Symbol;Acc:MGI:104890]"
"2123"	"ENSMUSG00000029817"	"Tra2a"	"RNAbinding"	"transformer 2 alpha homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1933972]"
"2124"	"ENSMUSG00000022858"	"Tra2b"	"RNAbinding"	"transformer 2 beta homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:106016]"
"2126"	"ENSMUSG00000005981"	"Trap1"	"RNAbinding"	"TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]"
"2128"	"ENSMUSG00000000275"	"Trim25"	"RNAbinding"	"tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749]"
"2130"	"ENSMUSG00000043279"	"Trim56"	"RNAbinding"	"tripartite motif-containing 56 [Source:MGI Symbol;Acc:MGI:2685298]"
"2133"	"ENSMUSG00000023348"	"Trip6"	"RNAbinding"	"thyroid hormone receptor interactor 6 [Source:MGI Symbol;Acc:MGI:1343458]"
"2134"	"ENSMUSG00000001909"	"Trmt1"	"RNAbinding"	"tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]"
"2135"	"ENSMUSG00000022721"	"Trmt2a"	"RNAbinding"	"TRM2 tRNA methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96270]"
"2136"	"ENSMUSG00000037376"	"Trmt6"	"RNAbinding"	"tRNA methyltransferase 6 [Source:MGI Symbol;Acc:MGI:1914176]"
"2138"	"ENSMUSG00000028898"	"Trnau1ap"	"RNAbinding"	"tRNA selenocysteine 1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1919037]"
"2143"	"ENSMUSG00000039826"	"Trub2"	"RNAbinding"	"TruB pseudouridine (psi) synthase homolog 2 (E. coli) [Source:MGI Symbol;Acc:MGI:2442186]"
"2149"	"ENSMUSG00000038335"	"Tsr1"	"RNAbinding"	"TSR1 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:2144566]"
"2156"	"ENSMUSG00000073838"	"Tufm"	"RNAbinding"	"Tu translation elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1923686]"
"2158"	"ENSMUSG00000023277"	"Twf2"	"RNAbinding"	"twinfilin, actin-binding protein, homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1346078]"
"2161"	"ENSMUSG00000028367"	"Txn1"	"RNAbinding"	"thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]"
"2165"	"ENSMUSG00000061613"	"U2af1"	"RNAbinding"	"U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [Source:MGI Symbol;Acc:MGI:98884]"
"2166"	"ENSMUSG00000030435"	"U2af2"	"RNAbinding"	"U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 [Source:MGI Symbol;Acc:MGI:98886]"
"2167"	"ENSMUSG00000001924"	"Uba1"	"RNAbinding"	"ubiquitin-like modifier activating enzyme 1 [Source:MGI Symbol;Acc:MGI:98890]"
"2169"	"ENSMUSG00000028433"	"Ubap2"	"RNAbinding"	"ubiquitin-associated protein 2 [Source:MGI Symbol;Acc:MGI:1916176]"
"2170"	"ENSMUSG00000042520"	"Ubap2l"	"RNAbinding"	"ubiquitin associated protein 2-like [Source:MGI Symbol;Acc:MGI:1921633]"
"2174"	"ENSMUSG00000015120"	"Ube2i"	"RNAbinding"	"ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]"
"2176"	"ENSMUSG00000038965"	"Ube2l3"	"RNAbinding"	"ubiquitin-conjugating enzyme E2L 3 [Source:MGI Symbol;Acc:MGI:109240]"
"2181"	"ENSMUSG00000030870"	"Ubfd1"	"RNAbinding"	"ubiquitin family domain containing 1 [Source:MGI Symbol;Acc:MGI:107301]"
"2193"	"ENSMUSG00000018189"	"Uchl5"	"RNAbinding"	"ubiquitin carboxyl-terminal esterase L5 [Source:MGI Symbol;Acc:MGI:1914848]"
"2194"	"ENSMUSG00000020770"	"Unk"	"RNAbinding"	"unkempt homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2442456]"
"2195"	"ENSMUSG00000058301"	"Upf1"	"RNAbinding"	"UPF1 regulator of nonsense transcripts homolog (yeast) [Source:MGI Symbol;Acc:MGI:107995]"
"2198"	"ENSMUSG00000036572"	"Upf3b"	"RNAbinding"	"UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:MGI Symbol;Acc:MGI:1915384]"
"2199"	"ENSMUSG00000039929"	"Urb1"	"RNAbinding"	"URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2146468]"
"2201"	"ENSMUSG00000029407"	"Uso1"	"RNAbinding"	"USO1 vesicle docking factor [Source:MGI Symbol;Acc:MGI:1929095]"
"2202"	"ENSMUSG00000031826"	"Usp10"	"RNAbinding"	"ubiquitin specific peptidase 10 [Source:MGI Symbol;Acc:MGI:894652]"
"2206"	"ENSMUSG00000033909"	"Usp36"	"RNAbinding"	"ubiquitin specific peptidase 36 [Source:MGI Symbol;Acc:MGI:1919594]"
"2210"	"ENSMUSG00000028907"	"Utp11l"	"RNAbinding"	"UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) [Source:MGI Symbol;Acc:MGI:1914455]"
"2211"	"ENSMUSG00000063785"	"Utp14a"	"RNAbinding"	"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast) [Source:MGI Symbol;Acc:MGI:1919804]"
"2212"	"ENSMUSG00000079470"	"Utp14b"	"RNAbinding"	"UTP14, U3 small nucleolar ribonucleoprotein, homolog B (yeast) [Source:MGI Symbol;Acc:MGI:2445092]"
"2213"	"ENSMUSG00000041747"	"Utp15"	"RNAbinding"	"UTP15, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:2145443]"
"2214"	"ENSMUSG00000054079"	"Utp18"	"RNAbinding"	"UTP18, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1923402]"
"2215"	"ENSMUSG00000004356"	"Utp20"	"RNAbinding"	"UTP20, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1917933]"
"2216"	"ENSMUSG00000022313"	"Utp23"	"RNAbinding"	"UTP23, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925831]"
"2217"	"ENSMUSG00000070697"	"Utp3"	"RNAbinding"	"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919230]"
"2236"	"ENSMUSG00000061979"	"Wbscr16"	"RNAbinding"	"Williams-Beuren syndrome chromosome region 16 homolog (human) [Source:MGI Symbol;Acc:MGI:2137600]"
"2239"	"ENSMUSG00000033285"	"Wdr3"	"RNAbinding"	"WD repeat domain 3 [Source:MGI Symbol;Acc:MGI:2443143]"
"2241"	"ENSMUSG00000038299"	"Wdr36"	"RNAbinding"	"WD repeat domain 36 [Source:MGI Symbol;Acc:MGI:1917819]"
"2242"	"ENSMUSG00000041057"	"Wdr43"	"RNAbinding"	"WD repeat domain 43 [Source:MGI Symbol;Acc:MGI:1919765]"
"2245"	"ENSMUSG00000066357"	"Wdr6"	"RNAbinding"	"WD repeat domain 6 [Source:MGI Symbol;Acc:MGI:1930140]"
"2247"	"ENSMUSG00000025995"	"Wdr75"	"RNAbinding"	"WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]"
"2251"	"ENSMUSG00000079243"	"Xirp1"	"RNAbinding"	"xin actin-binding repeat containing 1 [Source:MGI Symbol;Acc:MGI:1333878]"
"2254"	"ENSMUSG00000067150"	"Xpo5"	"RNAbinding"	"exportin 5 [Source:MGI Symbol;Acc:MGI:1913789]"
"2256"	"ENSMUSG00000026187"	"Xrcc5"	"RNAbinding"	"X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517]"
"2257"	"ENSMUSG00000022471"	"Xrcc6"	"RNAbinding"	"X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:MGI Symbol;Acc:MGI:95606]"
"2258"	"ENSMUSG00000032410"	"Xrn1"	"RNAbinding"	"5'-3' exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:891964]"
"2259"	"ENSMUSG00000027433"	"Xrn2"	"RNAbinding"	"5'-3' exoribonuclease 2 [Source:MGI Symbol;Acc:MGI:894687]"
"2261"	"ENSMUSG00000028811"	"Yars"	"RNAbinding"	"tyrosyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2147627]"
"2263"	"ENSMUSG00000028639"	"Ybx1"	"RNAbinding"	"Y box protein 1 [Source:MGI Symbol;Acc:MGI:99146]"
"2267"	"ENSMUSG00000035851"	"Ythdc1"	"RNAbinding"	"YTH domain containing 1 [Source:MGI Symbol;Acc:MGI:2443713]"
"2268"	"ENSMUSG00000034653"	"Ythdc2"	"RNAbinding"	"YTH domain containing 2 [Source:MGI Symbol;Acc:MGI:2448561]"
"2269"	"ENSMUSG00000038848"	"Ythdf1"	"RNAbinding"	"YTH domain family 1 [Source:MGI Symbol;Acc:MGI:1917431]"
"2270"	"ENSMUSG00000040025"	"Ythdf2"	"RNAbinding"	"YTH domain family 2 [Source:MGI Symbol;Acc:MGI:2444233]"
"2273"	"ENSMUSG00000020849"	"Ywhae"	"RNAbinding"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:894689]"
"2274"	"ENSMUSG00000051391"	"Ywhag"	"RNAbinding"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]"
"2277"	"ENSMUSG00000022285"	"Ywhaz"	"RNAbinding"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]"
"2278"	"ENSMUSG00000039810"	"Zc3h10"	"RNAbinding"	"zinc finger CCCH type containing 10 [Source:MGI Symbol;Acc:MGI:2143670]"
"2279"	"ENSMUSG00000026464"	"Zc3h11a"	"RNAbinding"	"zinc finger CCCH type containing 11A [Source:MGI Symbol;Acc:MGI:1917829]"
"2282"	"ENSMUSG00000021012"	"Zc3h14"	"RNAbinding"	"zinc finger CCCH type containing 14 [Source:MGI Symbol;Acc:MGI:1919824]"
"2283"	"ENSMUSG00000027091"	"Zc3h15"	"RNAbinding"	"zinc finger CCCH-type containing 15 [Source:MGI Symbol;Acc:MGI:1919747]"
"2284"	"ENSMUSG00000017478"	"Zc3h18"	"RNAbinding"	"zinc finger CCCH-type containing 18 [Source:MGI Symbol;Acc:MGI:1923264]"
"2285"	"ENSMUSG00000059273"	"Zc3h4"	"RNAbinding"	"zinc finger CCCH-type containing 4 [Source:MGI Symbol;Acc:MGI:2682314]"
"2286"	"ENSMUSG00000037965"	"Zc3h7a"	"RNAbinding"	"zinc finger CCCH type containing 7 A [Source:MGI Symbol;Acc:MGI:2445044]"
"2287"	"ENSMUSG00000022390"	"Zc3h7b"	"RNAbinding"	"zinc finger CCCH type containing 7B [Source:MGI Symbol;Acc:MGI:1328310]"
"2288"	"ENSMUSG00000027387"	"Zc3h8"	"RNAbinding"	"zinc finger CCCH type containing 8 [Source:MGI Symbol;Acc:MGI:1930128]"
"2289"	"ENSMUSG00000029826"	"Zc3hav1"	"RNAbinding"	"zinc finger CCCH type, antiviral 1 [Source:MGI Symbol;Acc:MGI:1926031]"
"2291"	"ENSMUSG00000034610"	"Zcchc11"	"RNAbinding"	"zinc finger, CCHC domain containing 11 [Source:MGI Symbol;Acc:MGI:2445126]"
"2292"	"ENSMUSG00000028772"	"Zcchc17"	"RNAbinding"	"zinc finger, CCHC domain containing 17 [Source:MGI Symbol;Acc:MGI:1919955]"
"2294"	"ENSMUSG00000074682"	"Zcchc3"	"RNAbinding"	"zinc finger, CCHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1915167]"
"2296"	"ENSMUSG00000035248"	"Zcchc6"	"RNAbinding"	"zinc finger, CCHC domain containing 6 [Source:MGI Symbol;Acc:MGI:2387179]"
"2297"	"ENSMUSG00000035649"	"Zcchc7"	"RNAbinding"	"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]"
"2298"	"ENSMUSG00000029427"	"Zcchc8"	"RNAbinding"	"zinc finger, CCHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1917900]"
"2299"	"ENSMUSG00000021621"	"Zcchc9"	"RNAbinding"	"zinc finger, CCHC domain containing 9 [Source:MGI Symbol;Acc:MGI:1916335]"
"2300"	"ENSMUSG00000022635"	"Zcrb1"	"RNAbinding"	"zinc finger CCHC-type and RNA binding motif 1 [Source:MGI Symbol;Acc:MGI:1914447]"
"2301"	"ENSMUSG00000034163"	"Zfc3h1"	"RNAbinding"	"zinc finger, C3H1-type containing [Source:MGI Symbol;Acc:MGI:2446143]"
"2303"	"ENSMUSG00000030016"	"Zfml"	"RNAbinding"	"zinc finger, matrin-like [Source:MGI Symbol;Acc:MGI:1203484]"
"2304"	"ENSMUSG00000027288"	"Zfp106"	"RNAbinding"	"zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]"
"2309"	"ENSMUSG00000029290"	"Zfp326"	"RNAbinding"	"zinc finger protein 326 [Source:MGI Symbol;Acc:MGI:1927246]"
"2311"	"ENSMUSG00000044786"	"Zfp36"	"RNAbinding"	"zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]"
"2312"	"ENSMUSG00000021127"	"Zfp36l1"	"RNAbinding"	"zinc finger protein 36, C3H type-like 1 [Source:MGI Symbol;Acc:MGI:107946]"
"2313"	"ENSMUSG00000045817"	"Zfp36l2"	"RNAbinding"	"zinc finger protein 36, C3H type-like 2 [Source:MGI Symbol;Acc:MGI:107945]"
"2319"	"ENSMUSG00000041130"	"Zfp598"	"RNAbinding"	"zinc finger protein 598 [Source:MGI Symbol;Acc:MGI:2670965]"
"2320"	"ENSMUSG00000052253"	"Zfp622"	"RNAbinding"	"zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282]"
"2330"	"ENSMUSG00000071262"	"Zfp957"	"RNAbinding"	"zinc finger protein 957 [Source:MGI Symbol;Acc:MGI:2145729]"
"2332"	"ENSMUSG00000022201"	"Zfr"	"RNAbinding"	"zinc finger RNA binding protein [Source:MGI Symbol;Acc:MGI:1341890]"
"2333"	"ENSMUSG00000027663"	"Zmat3"	"RNAbinding"	"zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270]"
"2334"	"ENSMUSG00000039501"	"Znfx1"	"RNAbinding"	"zinc finger, NFX1-type containing 1 [Source:MGI Symbol;Acc:MGI:2138982]"
"2336"	"ENSMUSG00000028180"	"Zranb2"	"RNAbinding"	"zinc finger, RAN-binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1858211]"
"2338"	"ENSMUSG00000029860"	"Zyx"	"RNAbinding"	"zyxin [Source:MGI Symbol;Acc:MGI:103072]"
